"ID","ip","score","level","data","ts"
5735,"80.187.102.165",7,"","{""tricks"":{""tricks"":[{""parsed"":""AO Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | Mizou | Inspin 180"",""points"":""3""},{""parsed"":""BS Savannah"",""orig"":""Forwards | BS Savannah | Forwards"",""points"":""2""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""AO Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | Mizou | Inspin 180"",""points"":""3""},{""parsed"":""BS Savannah"",""orig"":""Forwards | BS Savannah | Forwards"",""points"":""2""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-01 12:40:59"
5745,"185.110.90.25",7,"","{""tricks"":{""tricks"":[{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Outspin 180 "",""points"":""2""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Outspin 180 "",""points"":""2""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-01 18:39:10"
5755,"185.110.90.25",49,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie 900 Negative Open Book to 540 out"",""orig"":""Fakie | Inspin 900 | Negative Open Book | Inspin 540"",""points"":""13""},{""parsed"":""AO Training Wheel to 720 rewind out"",""orig"":""Forwards | Inspin 180 | None Training Wheel | Outspin 720"",""points"":""7""},{""parsed"":""Fakie FS Unity to Fakie out"",""orig"":""Fakie | None FS Unity | Fakie"",""points"":""3""},{""parsed"":""Hurricane Sunny Day to 540 out"",""orig"":""Forwards | Outspin 360 | Topside PStar | Outspin 540"",""points"":""8""},{""parsed"":""Fakie 720 Rough Overpuss to 180 out"",""orig"":""Fakie | Inspin 720 | Rough Topside Mistrial | Inspin 180"",""points"":""10""},{""parsed"":""720 Hurricane Fishbrain to 360 out"",""orig"":""Forwards | Outspin 720 | Topside Makio | Outspin 360"",""points"":""8""}],""skipped"":[{""parsed"":""Fakie 900 Negative Open Book to 540 out"",""orig"":""Fakie | Inspin 900 | Negative Open Book | Inspin 540"",""points"":""13""},{""parsed"":""AO Training Wheel to 720 rewind out"",""orig"":""Forwards | Inspin 180 | None Training Wheel | Outspin 720"",""points"":""7""},{""parsed"":""Fakie FS Unity to Fakie out"",""orig"":""Fakie | None FS Unity | Fakie"",""points"":""3""},{""parsed"":""Hurricane Sunny Day to 540 out"",""orig"":""Forwards | Outspin 360 | Topside PStar | Outspin 540"",""points"":""8""},{""parsed"":""Fakie 720 Rough Overpuss to 180 out"",""orig"":""Fakie | Inspin 720 | Rough Topside Mistrial | Inspin 180"",""points"":""10""},{""parsed"":""720 Hurricane Fishbrain to 360 out"",""orig"":""Forwards | Outspin 720 | Topside Makio | Outspin 360"",""points"":""8""}]},""config"":{""level"":""4"",""spins"":""6""}}","2023-04-01 18:41:30"
5765,"24.23.125.43",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-02 11:48:36"
5775,"24.23.125.43",0,"","{""config"":{""level"":""3"",""spins"":""5""}}","2023-04-02 11:50:58"
5785,"24.23.125.43",0,"","{""config"":{""level"":""3"",""spins"":""5""}}","2023-04-02 11:53:17"
5795,"24.23.125.43",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-02 11:55:43"
5805,"173.93.18.30",9,"","{""tricks"":{""tricks"":[{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""BS Unity"",""orig"":""Forwards | BS Unity | Forwards"",""points"":""2""},{""parsed"":""True X-Grind"",""orig"":""Forwards | Outspin 180 | X-Grind"",""points"":""3""}],""skipped"":[{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""BS Unity"",""orig"":""Forwards | BS Unity | Forwards"",""points"":""2""},{""parsed"":""True X-Grind"",""orig"":""Forwards | Outspin 180 | X-Grind"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-03 18:05:34"
5815,"73.11.114.231",13,"","{""tricks"":{""tricks"":[{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""True Mizou to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Mizou | Inspin 180"",""points"":""3""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""},{""parsed"":""True Soyale"",""orig"":""Forwards | Outspin 180 | Torque Soul"",""points"":""3""}],""skipped"":[{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""True Mizou to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Mizou | Inspin 180"",""points"":""3""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""},{""parsed"":""True Soyale"",""orig"":""Forwards | Outspin 180 | Torque Soul"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-03 18:38:02"
5825,"73.11.114.231",23,"","{""tricks"":{""tricks"":[{""parsed"":""AO Negative Acid to 360 rewind out"",""orig"":""Forwards | Inspin 180 | Negative Acid | Outspin 360"",""points"":""6""},{""parsed"":""Switch Cross-Grab FS Torque to 270 out"",""orig"":""Switch | Cross-Grab FS Torque | 270"",""points"":""7""},{""parsed"":""BS Full Torque to Fakie out"",""orig"":""Forwards | None BS Full Torque | Fakie"",""points"":""2""},{""parsed"":""Switch Tough Top Torque Soul to 540 out"",""orig"":""Switch | Tough Topside Torque Soul | Outspin 540"",""points"":""8""}],""skipped"":[{""parsed"":""AO Negative Acid to 360 rewind out"",""orig"":""Forwards | Inspin 180 | Negative Acid | Outspin 360"",""points"":""6""},{""parsed"":""Switch Cross-Grab FS Torque to 270 out"",""orig"":""Switch | Cross-Grab FS Torque | 270"",""points"":""7""},{""parsed"":""BS Full Torque to Fakie out"",""orig"":""Forwards | None BS Full Torque | Fakie"",""points"":""2""},{""parsed"":""Switch Tough Top Torque Soul to 540 out"",""orig"":""Switch | Tough Topside Torque Soul | Outspin 540"",""points"":""8""}]},""config"":{""level"":""3"",""spins"":""5""}}","2023-04-03 18:40:35"
5835,"73.11.114.231",37,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie 900 Tough Top Acid to 900 out"",""orig"":""Fakie | Inspin 900 | Tough Topside Acid | Inspin 900"",""points"":""14""},{""parsed"":""True Fullcab 900 Open Book"",""orig"":""Fakie | Outspin 900 | None Open Book"",""points"":""8""},{""parsed"":""Halfcab Sweatstance"",""orig"":""Fakie | Inspin 180 | Topside Mizou"",""points"":""4""},{""parsed"":""Switch 900 AO PStar to 180 out"",""orig"":""Switch | Inspin 900 | None PStar | Inspin 180"",""points"":""9""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Fakie 900 Tough Top Acid to 900 out"",""orig"":""Fakie | Inspin 900 | Tough Topside Acid | Inspin 900"",""points"":""14""},{""parsed"":""True Fullcab 900 Open Book"",""orig"":""Fakie | Outspin 900 | None Open Book"",""points"":""8""},{""parsed"":""Halfcab Sweatstance"",""orig"":""Fakie | Inspin 180 | Topside Mizou"",""points"":""4""},{""parsed"":""Switch 900 AO PStar to 180 out"",""orig"":""Switch | Inspin 900 | None PStar | Inspin 180"",""points"":""9""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 18:42:54"
5845,"73.11.114.231",25,"","{""tricks"":{""tricks"":[{""parsed"":""Top Soul to 180 out"",""orig"":""Forwards | Topside Soul | Inspin 180"",""points"":""3""},{""parsed"":""Misfit to 900 out"",""orig"":""Forwards | Inspin 180 | Topside Mistrial | Inspin 900"",""points"":""9""},{""parsed"":""Switch Christ BS Fastslide to Fakie out"",""orig"":""Switch | Christ BS Fastslide | Fakie"",""points"":""6""},{""parsed"":""AO Channel FS Byn Soul"",""orig"":""Forwards | Inspin 180 | Channel FS Byn Soul"",""points"":""5""},{""parsed"":""Top Acid"",""orig"":""Forwards | Topside Acid"",""points"":""2""}],""skipped"":[{""parsed"":""Top Soul to 180 out"",""orig"":""Forwards | Topside Soul | Inspin 180"",""points"":""3""},{""parsed"":""Misfit to 900 out"",""orig"":""Forwards | Inspin 180 | Topside Mistrial | Inspin 900"",""points"":""9""},{""parsed"":""Switch Christ BS Fastslide to Fakie out"",""orig"":""Switch | Christ BS Fastslide | Fakie"",""points"":""6""},{""parsed"":""AO Channel FS Byn Soul"",""orig"":""Forwards | Inspin 180 | Channel FS Byn Soul"",""points"":""5""},{""parsed"":""Top Acid"",""orig"":""Forwards | Topside Acid"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 18:43:54"
5855,"73.11.114.231",59,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie 900 Top Sidewalk to 900 rewind out"",""orig"":""Fakie | Inspin 900 | Topside Sidewalk | Outspin 900"",""points"":""13""},{""parsed"":""Switch Halfcab Soul"",""orig"":""Fakie & Switch | Inspin 180 | None Soul"",""points"":""5""},{""parsed"":""Halfcab Training Wheel to 900 rewind out"",""orig"":""Fakie | Inspin 180 | None Training Wheel | Outspin 900"",""points"":""9""},{""parsed"":""PStar"",""orig"":""Forwards | None PStar"",""points"":""2""},{""parsed"":""True Fullcab 900 Makio to 900 out"",""orig"":""Fakie | Outspin 900 | None Makio | Outspin 900"",""points"":""12""},{""parsed"":""AO Tough X-Grind to 180 out"",""orig"":""Forwards | Inspin 180 | Tough X-Grind | Inspin 180"",""points"":""6""},{""parsed"":""Christ FS Torque"",""orig"":""Forwards | Christ FS Torque | Forwards"",""points"":""4""},{""parsed"":""Rocket BS Torque"",""orig"":""Forwards | Rocket BS Torque | Forwards"",""points"":""4""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | None BS Royale | Fakie"",""points"":""2""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Fakie 900 Top Sidewalk to 900 rewind out"",""orig"":""Fakie | Inspin 900 | Topside Sidewalk | Outspin 900"",""points"":""13""},{""parsed"":""Switch Halfcab Soul"",""orig"":""Fakie & Switch | Inspin 180 | None Soul"",""points"":""5""},{""parsed"":""Halfcab Training Wheel to 900 rewind out"",""orig"":""Fakie | Inspin 180 | None Training Wheel | Outspin 900"",""points"":""9""},{""parsed"":""PStar"",""orig"":""Forwards | None PStar"",""points"":""2""},{""parsed"":""True Fullcab 900 Makio to 900 out"",""orig"":""Fakie | Outspin 900 | None Makio | Outspin 900"",""points"":""12""},{""parsed"":""AO Tough X-Grind to 180 out"",""orig"":""Forwards | Inspin 180 | Tough X-Grind | Inspin 180"",""points"":""6""},{""parsed"":""Christ FS Torque"",""orig"":""Forwards | Christ FS Torque | Forwards"",""points"":""4""},{""parsed"":""Rocket BS Torque"",""orig"":""Forwards | Rocket BS Torque | Forwards"",""points"":""4""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | None BS Royale | Fakie"",""points"":""2""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""10""}}","2023-04-03 18:45:27"
5865,"73.11.114.231",44,"","{""tricks"":{""tricks"":[{""parsed"":""810 BS Full Torque"",""orig"":""Forwards | Outspin 810 | None BS Full Torque | Forwards"",""points"":""7""},{""parsed"":""Fakie 900 Mistrial to 900 rewind out"",""orig"":""Fakie | Inspin 900 | None Mistrial | Outspin 900"",""points"":""13""},{""parsed"":""810 FS Full Torque"",""orig"":""Forwards | Inspin 810 | None FS Full Torque | Forwards"",""points"":""7""},{""parsed"":""Fakie Switch Rocket BS Pudslide to 810 out"",""orig"":""Fakie & Switch | Rocket BS Pudslide | 810"",""points"":""13""},{""parsed"":""Switch Tough Soul"",""orig"":""Switch | Tough Soul"",""points"":""4""}],""skipped"":[{""parsed"":""810 BS Full Torque"",""orig"":""Forwards | Outspin 810 | None BS Full Torque | Forwards"",""points"":""7""},{""parsed"":""Fakie 900 Mistrial to 900 rewind out"",""orig"":""Fakie | Inspin 900 | None Mistrial | Outspin 900"",""points"":""13""},{""parsed"":""810 FS Full Torque"",""orig"":""Forwards | Inspin 810 | None FS Full Torque | Forwards"",""points"":""7""},{""parsed"":""Fakie Switch Rocket BS Pudslide to 810 out"",""orig"":""Fakie & Switch | Rocket BS Pudslide | 810"",""points"":""13""},{""parsed"":""Switch Tough Soul"",""orig"":""Switch | Tough Soul"",""points"":""4""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 18:46:48"
5875,"73.11.114.231",25,"","{""tricks"":{""tricks"":[{""parsed"":""Switch AO Rough X-Grind"",""orig"":""Switch | Inspin 180 | Rough X-Grind"",""points"":""6""},{""parsed"":""Halfcab Mizou to 180 rewind out"",""orig"":""Fakie | Inspin 180 | None Mizou | Outspin 180 "",""points"":""4""},{""parsed"":""Channel BS Unity to Fakie out"",""orig"":""Forwards | Channel BS Unity | Fakie"",""points"":""4""},{""parsed"":""Switch 810 BS Cab driver to Fakie out"",""orig"":""Switch | Outspin 810 | None BS Cab driver | Fakie"",""points"":""9""},{""parsed"":""BS Torque"",""orig"":""Forwards | None BS Torque | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""Switch AO Rough X-Grind"",""orig"":""Switch | Inspin 180 | Rough X-Grind"",""points"":""6""},{""parsed"":""Halfcab Mizou to 180 rewind out"",""orig"":""Fakie | Inspin 180 | None Mizou | Outspin 180 "",""points"":""4""},{""parsed"":""Channel BS Unity to Fakie out"",""orig"":""Forwards | Channel BS Unity | Fakie"",""points"":""4""},{""parsed"":""Switch 810 BS Cab driver to Fakie out"",""orig"":""Switch | Outspin 810 | None BS Cab driver | Fakie"",""points"":""9""},{""parsed"":""BS Torque"",""orig"":""Forwards | None BS Torque | Forwards"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 18:47:22"
5885,"73.11.114.231",38,"","{""tricks"":{""tricks"":[{""parsed"":""Switch 810 FS Royale"",""orig"":""Switch | Inspin 810 | None FS Royale | Forwards"",""points"":""8""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | None Acid | Inspin 180"",""points"":""2""},{""parsed"":""Switch True Tough Citric Acid to 900 out"",""orig"":""Switch | Outspin 180 | Tough Citric Acid | Outspin 900"",""points"":""12""},{""parsed"":""True Halfcab Negative Sidewalk to 180 out"",""orig"":""Fakie | Outspin 180 | Negative Sidewalk | Outspin 180 "",""points"":""6""},{""parsed"":""Negative Soyale to 900 rewind out"",""orig"":""Forwards | Inspin 180 | Negative Torque Soul | Outspin 900"",""points"":""10""}],""skipped"":[{""parsed"":""Switch 810 FS Royale"",""orig"":""Switch | Inspin 810 | None FS Royale | Forwards"",""points"":""8""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | None Acid | Inspin 180"",""points"":""2""},{""parsed"":""Switch True Tough Citric Acid to 900 out"",""orig"":""Switch | Outspin 180 | Tough Citric Acid | Outspin 900"",""points"":""12""},{""parsed"":""True Halfcab Negative Sidewalk to 180 out"",""orig"":""Fakie | Outspin 180 | Negative Sidewalk | Outspin 180 "",""points"":""6""},{""parsed"":""Negative Soyale to 900 rewind out"",""orig"":""Forwards | Inspin 180 | Negative Torque Soul | Outspin 900"",""points"":""10""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 18:48:44"
5895,"73.11.114.231",27,"","{""tricks"":{""tricks"":[{""parsed"":""Switch True Rough Kindgrind to 180 rewind out"",""orig"":""Switch | Outspin 180 | Rough Topside Mizou | Inspin 180"",""points"":""6""},{""parsed"":""Teakettle"",""orig"":""Forwards | Rough PStar"",""points"":""4""},{""parsed"":""Switch 900 AO Overpuss to 180 out"",""orig"":""Switch | Inspin 900 | Topside Mistrial | Inspin 180"",""points"":""10""},{""parsed"":""Switch Christ FS Torque to Fakie out"",""orig"":""Switch | Christ FS Torque | Fakie"",""points"":""5""},{""parsed"":""Switch Acid"",""orig"":""Switch | None Acid"",""points"":""2""}],""skipped"":[{""parsed"":""Switch True Rough Kindgrind to 180 rewind out"",""orig"":""Switch | Outspin 180 | Rough Topside Mizou | Inspin 180"",""points"":""6""},{""parsed"":""Teakettle"",""orig"":""Forwards | Rough PStar"",""points"":""4""},{""parsed"":""Switch 900 AO Overpuss to 180 out"",""orig"":""Switch | Inspin 900 | Topside Mistrial | Inspin 180"",""points"":""10""},{""parsed"":""Switch Christ FS Torque to Fakie out"",""orig"":""Switch | Christ FS Torque | Fakie"",""points"":""5""},{""parsed"":""Switch Acid"",""orig"":""Switch | None Acid"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 18:51:54"
5905,"73.11.114.231",28,"","{""tricks"":{""tricks"":[{""parsed"":""Rough Overpuss to 180 out"",""orig"":""Forwards | Rough Topside Mistrial | Inspin 180"",""points"":""5""},{""parsed"":""810 Channel FS Full Torque to 810 out"",""orig"":""Forwards | Inspin 810 | Channel FS Full Torque | 810"",""points"":""14""},{""parsed"":""Switch BS Royale to Fakie out"",""orig"":""Switch | None BS Royale | Fakie"",""points"":""3""},{""parsed"":""Fakie Switch Backside"",""orig"":""Fakie & Switch | None Backside | Forwards"",""points"":""4""},{""parsed"":""Fakie Frontside"",""orig"":""Fakie | None Frontside | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""Rough Overpuss to 180 out"",""orig"":""Forwards | Rough Topside Mistrial | Inspin 180"",""points"":""5""},{""parsed"":""810 Channel FS Full Torque to 810 out"",""orig"":""Forwards | Inspin 810 | Channel FS Full Torque | 810"",""points"":""14""},{""parsed"":""Switch BS Royale to Fakie out"",""orig"":""Switch | None BS Royale | Fakie"",""points"":""3""},{""parsed"":""Fakie Switch Backside"",""orig"":""Fakie & Switch | None Backside | Forwards"",""points"":""4""},{""parsed"":""Fakie Frontside"",""orig"":""Fakie | None Frontside | Forwards"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 18:52:47"
5915,"73.11.114.231",36,"","{""tricks"":{""tricks"":[{""parsed"":""900 Hurricane Sunny Day"",""orig"":""Forwards | Outspin 900 | Topside PStar"",""points"":""8""},{""parsed"":""Switch AO FS Tabernacle to 720 rewind out"",""orig"":""Switch | Inspin 180 | None FS Tabernacle | Outspin 720"",""points"":""8""},{""parsed"":""Fakie 630 FS Full Torque to Fakie out"",""orig"":""Fakie | Outspin 630 | None FS Full Torque | Fakie"",""points"":""7""},{""parsed"":""Switch 720 Hurricane Stub Soul to 180 rewind out"",""orig"":""Switch | Outspin 720 | Negative X-Grind | Inspin 180"",""points"":""10""},{""parsed"":""Halfcab Sidewalk"",""orig"":""Fakie | Inspin 180 | None Sidewalk"",""points"":""3""}],""skipped"":[{""parsed"":""900 Hurricane Sunny Day"",""orig"":""Forwards | Outspin 900 | Topside PStar"",""points"":""8""},{""parsed"":""Switch AO FS Tabernacle to 720 rewind out"",""orig"":""Switch | Inspin 180 | None FS Tabernacle | Outspin 720"",""points"":""8""},{""parsed"":""Fakie 630 FS Full Torque to Fakie out"",""orig"":""Fakie | Outspin 630 | None FS Full Torque | Fakie"",""points"":""7""},{""parsed"":""Switch 720 Hurricane Stub Soul to 180 rewind out"",""orig"":""Switch | Outspin 720 | Negative X-Grind | Inspin 180"",""points"":""10""},{""parsed"":""Halfcab Sidewalk"",""orig"":""Fakie | Inspin 180 | None Sidewalk"",""points"":""3""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 18:53:46"
